ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
6.0,Montpellier,Open Sud de France,2026-02-05,ATP250,Indoor,Hard,2nd Round,3,Griekspoor T.,Carreno Busta P.,30.0,132.0,353.0,0.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,,,1.67,2.3,1.63,2.23,1.71,2.38
6.0,Montpellier,Open Sud de France,2026-02-06,ATP250,Indoor,Hard,Quarterfinals,3,Mannarino A.,Gea A.,40.0,86.0,188.0,23.0,5.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.73,,,2.15,1.75,2.1,1.71,2.2,1.8
6.0,Montpellier,Open Sud de France,2026-02-06,ATP250,Indoor,Hard,Quarterfinals,3,Damm M.,Nardi L.,63.0,102.0,80.0,13.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,1.8,2.06,1.77,2.0,1.88,2.12
6.0,Montpellier,Open Sud de France,2026-02-06,ATP250,Indoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Fils A.,9.0,10.0,898.0,883.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.63,,,1.52,2.65,1.49,2.57,1.57,2.7
6.0,Montpellier,Open Sud de France,2026-02-06,ATP250,Indoor,Hard,Quarterfinals,3,Droguet T.,Griekspoor T.,62.0,30.0,83.0,353.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.53,,,2.55,1.55,2.38,1.53,2.72,1.57
6.0,Montpellier,Open Sud de France,2026-02-07,ATP250,Indoor,Hard,Semifinals,3,Mannarino A.,Damm M.,40.0,63.0,188.0,80.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.3,1.62,,,2.3,1.65,2.25,1.61,2.42,1.69
6.0,Montpellier,Open Sud de France,2026-02-07,ATP250,Indoor,Hard,Semifinals,3,Auger-Aliassime F.,Droguet T.,9.0,62.0,898.0,83.0,6.0,4.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.22,4.33,,,1.25,4.75,1.21,4.26,1.24,5.1
6.0,Montpellier,Open Sud de France,2026-02-08,ATP250,Indoor,Hard,The Final,3,Auger-Aliassime F.,Mannarino A.,9.0,40.0,898.0,188.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.17,5.0,,,1.19,5.25,1.17,4.85,1.19,6.0
8.0,Dallas,Dallas Open,2026-02-09,ATP500,Indoor,Hard,1st Round,3,Davidovich Fokina A.,Svajda Z.,36.0,113.0,220.0,10.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.75,,,1.46,3.5,1.44,2.75,1.5,2.92
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-09,ATP500,Indoor,Hard,1st Round,3,Van De Zandschulp B.,Pavlovic L.,47.0,150.0,155.0,0.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.17,5.0,,,1.21,5.2,1.18,4.61,1.23,5.2
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-09,ATP500,Indoor,Hard,1st Round,3,O Connell C.,Royer V.,95.0,148.0,20.0,0.0,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2,1.8,,,2.2,1.8,2.07,1.74,2.14,1.87
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-09,ATP500,Indoor,Hard,1st Round,3,Humbert U.,Medvedev D.,26.0,3.0,383.0,1963.0,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.44,,,2.88,1.45,2.76,1.43,3.05,1.47
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-09,ATP500,Indoor,Hard,1st Round,3,Munar J.,Budkov Kjaer N.,76.0,149.0,43.0,0.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,,,1.5,2.88,1.44,2.75,1.53,2.86
8.0,Dallas,Dallas Open,2026-02-09,ATP500,Indoor,Hard,1st Round,3,Nakashima B.,Bellucci M.,31.0,90.0,323.0,20.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,,,1.44,3.0,1.4,2.9,1.44,3.2
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-09,ATP500,Indoor,Hard,1st Round,3,Norrie C.,Bautista Agut R.,34.0,91.0,240.0,20.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.29,3.75,,,1.33,4.0,1.27,3.7,1.31,4.0
7.0,Buenos Aires,Argentina Open,2026-02-09,ATP250,Outdoor,Clay,1st Round,3,Kopriva V.,Barrena A.,48.0,165.0,153.0,0.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,,,1.54,2.75,1.48,2.59,1.52,2.88
7.0,Buenos Aires,Argentina Open,2026-02-09,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,Midon L.,104.0,152.0,13.0,0.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.73,2.1,,,1.8,2.1,1.75,2.04,1.8,2.2
7.0,Buenos Aires,Argentina Open,2026-02-09,ATP250,Outdoor,Clay,1st Round,3,Dellien H.,Dzumhur D.,135.0,78.0,0.0,33.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.8,2.0,,,1.83,2.05,1.81,1.96,1.92,2.06
7.0,Buenos Aires,Argentina Open,2026-02-09,ATP250,Outdoor,Clay,1st Round,3,Etcheverry T.,Pellegrino A.,11.0,101.0,873.0,13.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,,,1.22,4.5,1.2,4.36,1.23,5.2
7.0,Buenos Aires,Argentina Open,2026-02-10,ATP250,Outdoor,Clay,1st Round,3,Cerundolo J.M.,Altmaier D.,77.0,105.0,40.0,13.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.67,2.2,,,1.72,2.31,1.64,2.21,1.73,2.3
8.0,Dallas,Dallas Open,2026-02-10,ATP500,Indoor,Hard,1st Round,3,Tiafoe F.,Atmane T.,16.0,55.0,708.0,105.0,4.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.25,4.0,,,1.28,4.0,1.26,3.77,1.29,4.3
8.0,Dallas,Dallas Open,2026-02-10,ATP500,Indoor,Hard,1st Round,3,Korda S.,Zheng M.,22.0,126.0,476.0,10.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,,,1.4,3.3,1.36,3.07,1.41,3.35
8.0,Dallas,Dallas Open,2026-02-10,ATP500,Indoor,Hard,1st Round,3,Kecmanovic M.,Shimabukuro S.,50.0,144.0,150.0,0.0,6.0,7.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.38,,,1.65,2.5,1.57,2.34,1.64,2.5
8.0,Dallas,Dallas Open,2026-02-10,ATP500,Indoor,Hard,1st Round,3,Michelsen A.,Dimitrov G.,33.0,115.0,240.0,10.0,5.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,2.0,,,1.91,2.0,1.86,1.91,1.95,2.0
8.0,Dallas,Dallas Open,2026-02-10,ATP500,Indoor,Hard,1st Round,3,Shelton B.,Diallo G.,6.0,75.0,1036.0,45.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,,,1.2,5.0,1.18,4.64,1.2,5.7
7.0,Buenos Aires,Argentina Open,2026-02-10,ATP250,Outdoor,Clay,1st Round,3,Barrios M.,Seyboth Wild T.,145.0,203.0,0.0,0.0,4.0,6.0,6.0,5.0,,,,,,,0.0,1.0,Retired,1.62,2.3,,,1.67,2.3,1.63,2.23,1.71,2.34
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-10,ATP500,Indoor,Hard,1st Round,3,Bergs Z.,Medjedovic H.,79.0,114.0,30.0,10.0,6.0,7.0,6.0,7.0,,,,,,,2.0,0.0,Completed,1.8,2.0,,,1.85,2.01,1.81,1.98,1.94,2.04
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-10,ATP500,Indoor,Hard,1st Round,3,De Minaur A.,Fils A.,7.0,10.0,1010.0,883.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,,,1.25,4.33,1.22,4.09,1.26,4.7
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-10,ATP500,Indoor,Hard,1st Round,3,Struff J.L.,Grenier H.,147.0,160.0,0.0,0.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,,,1.38,3.3,1.35,3.17,1.4,3.45
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-10,ATP500,Indoor,Hard,1st Round,3,Griekspoor T.,Mpetshi G.,30.0,83.0,353.0,26.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.63,,,1.55,2.63,1.53,2.48,1.57,2.68
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-10,ATP500,Indoor,Hard,1st Round,3,Halys Q.,Rottgering M.,58.0,168.0,95.0,0.0,3.0,6.0,6.0,1.0,6.0,1.0,,,,,2.0,1.0,Completed,1.22,4.33,,,1.25,4.4,1.24,3.98,1.28,4.4
8.0,Dallas,Dallas Open,2026-02-10,ATP500,Indoor,Hard,1st Round,3,Pinnington Jones J.,Cobolli F.,93.0,15.0,20.0,755.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.5,1.53,,,2.75,1.55,2.46,1.53,2.66,1.59
7.0,Buenos Aires,Argentina Open,2026-02-10,ATP250,Outdoor,Clay,1st Round,3,Tabilo A.,Diaz Acosta F.,25.0,154.0,401.0,0.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.8,2.0,,,1.8,2.09,1.77,2.01,1.91,2.06
7.0,Buenos Aires,Argentina Open,2026-02-10,ATP250,Outdoor,Clay,1st Round,3,Burruchaga R.,Djere L.,42.0,157.0,178.0,0.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,,,1.75,2.2,1.69,2.14,1.76,2.28
8.0,Dallas,Dallas Open,2026-02-10,ATP500,Indoor,Hard,1st Round,3,Cilic M.,Tien L.,35.0,19.0,220.0,593.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.2,1.36,,,3.25,1.41,3.02,1.37,3.3,1.42
7.0,Buenos Aires,Argentina Open,2026-02-10,ATP250,Outdoor,Clay,1st Round,3,Buse I.,Passaro F.,51.0,143.0,120.0,0.0,5.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,2.38,1.57,,,2.4,1.58,2.36,1.56,2.58,1.61
7.0,Buenos Aires,Argentina Open,2026-02-10,ATP250,Outdoor,Clay,1st Round,3,Berrettini M.,Coria F.,65.0,190.0,75.0,0.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.11,6.5,,,1.14,7.5,1.12,5.99,1.13,7.8
7.0,Buenos Aires,Argentina Open,2026-02-11,ATP250,Outdoor,Clay,1st Round,3,Ugo Carabelli C.,Comesana F.,56.0,107.0,103.0,10.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.73,2.1,,,1.8,2.13,1.72,2.08,1.81,2.2
7.0,Buenos Aires,Argentina Open,2026-02-11,ATP250,Outdoor,Clay,1st Round,3,Navone M.,Nava E.,29.0,88.0,368.0,23.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.75,,,1.48,2.75,1.45,2.67,1.51,2.9
7.0,Buenos Aires,Argentina Open,2026-02-11,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Burruchaga R.,11.0,42.0,873.0,178.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,,,2.48,2.75,1.56,2.54,1.59,2.66
7.0,Buenos Aires,Argentina Open,2026-02-11,ATP250,Outdoor,Clay,2nd Round,3,Kopriva V.,Berrettini M.,48.0,65.0,153.0,75.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3,1.4,,,3.1,1.44,2.95,1.38,3.1,1.46
7.0,Buenos Aires,Argentina Open,2026-02-11,ATP250,Outdoor,Clay,2nd Round,3,Tabilo A.,Fonseca J.,25.0,54.0,401.0,105.0,6.0,3.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.38,1.57,,,2.4,1.62,2.33,1.57,2.54,1.62
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-11,ATP500,Indoor,Hard,1st Round,3,Wawrinka S.,Boogaard T.,72.0,198.0,55.0,0.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,1.2,7.5,1.13,5.92,1.2,5.1
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-11,ATP500,Indoor,Hard,1st Round,3,Den Ouden G.,Fucsovics M.,137.0,71.0,0.0,55.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,4,1.25,,,4.1,1.25,3.9,1.25,4.1,1.31
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-11,ATP500,Indoor,Hard,1st Round,3,Tsitsipas S.,Rinderknech A.,69.0,73.0,65.0,55.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,,,1.57,2.5,1.54,2.47,1.56,2.72
8.0,Dallas,Dallas Open,2026-02-11,ATP500,Indoor,Hard,2nd Round,3,Davidovich Fokina A.,Michelsen A.,36.0,33.0,220.0,240.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.73,2.1,,,1.8,2.1,1.75,2.04,1.86,2.14
8.0,Dallas,Dallas Open,2026-02-11,ATP500,Indoor,Hard,1st Round,3,Mannarino A.,Walton A.,40.0,92.0,188.0,20.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.67,2.2,,,1.75,2.25,1.67,2.15,1.71,2.36
8.0,Dallas,Dallas Open,2026-02-11,ATP500,Indoor,Hard,1st Round,3,Spizzirri E.,Duckworth J.,68.0,128.0,68.0,10.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,,,1.33,4.25,1.29,3.51,1.32,3.9
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-11,ATP500,Indoor,Hard,1st Round,3,Bublik A.,Hurkacz H.,18.0,94.0,658.0,20.0,6.0,7.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.67,2.2,,,1.76,2.2,1.71,2.11,1.83,2.2
8.0,Dallas,Dallas Open,2026-02-11,ATP500,Indoor,Hard,1st Round,3,Paul T.,Brooksby J.,8.0,81.0,961.0,30.0,4.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.33,3.4,,,1.36,3.45,1.33,3.23,1.38,3.6
8.0,Dallas,Dallas Open,2026-02-11,ATP500,Indoor,Hard,1st Round,3,Shapovalov D.,Jodar R.,46.0,24.0,165.0,403.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,,,1.85,2.2,1.74,2.05,1.81,2.2
8.0,Dallas,Dallas Open,2026-02-11,ATP500,Indoor,Hard,1st Round,3,Kovacevic A.,Kypson P.,53.0,146.0,105.0,0.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,1.7,4.33,1.59,2.44,1.69,2.26
8.0,Dallas,Dallas Open,2026-02-11,ATP500,Indoor,Hard,1st Round,3,Fritz T.,Giron M.,20.0,49.0,588.0,150.0,6.0,4.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.4,3.0,,,1.4,3.2,1.38,2.96,1.39,3.55
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-11,ATP500,Indoor,Hard,2nd Round,3,Griekspoor T.,Halys Q.,30.0,58.0,353.0,95.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.38,,,1.6,2.6,1.55,2.43,1.6,2.64
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-11,ATP500,Indoor,Hard,2nd Round,3,O Connell C.,Norrie C.,95.0,34.0,20.0,240.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4,1.25,,,4.0,1.3,3.6,1.28,4.1,1.31
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-11,ATP500,Indoor,Hard,1st Round,3,Auger-Aliassime F.,Popyrin A.,9.0,96.0,898.0,13.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.33,,,1.22,4.4,1.22,4.14,1.23,5.0
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-11,ATP500,Indoor,Hard,1st Round,3,Khachanov K.,De Jong J.,57.0,175.0,100.0,0.0,3.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.14,5.5,,,1.17,5.7,1.14,5.32,1.19,6.0
8.0,Dallas,Dallas Open,2026-02-11,ATP500,Indoor,Hard,1st Round,3,Quinn E.,Svajda T.,61.0,155.0,90.0,0.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.25,4.0,,,1.26,4.33,1.25,3.85,1.3,4.2
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-12,ATP500,Indoor,Hard,2nd Round,3,Bublik A.,Struff J.L.,18.0,147.0,658.0,0.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.36,3.2,,,1.37,3.5,1.34,3.24,1.36,3.7
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-12,ATP500,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Medjedovic H.,9.0,114.0,898.0,10.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.33,,,1.27,4.33,1.25,3.84,1.28,4.5
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-12,ATP500,Indoor,Hard,2nd Round,3,De Minaur A.,Wawrinka S.,7.0,72.0,1010.0,55.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.1,7.0,,,1.12,7.0,1.11,6.58,1.12,8.8
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-12,ATP500,Indoor,Hard,2nd Round,3,Van De Zandschulp B.,Tsitsipas S.,47.0,69.0,155.0,65.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3,1.4,,,3.0,1.5,2.79,1.43,3.15,1.44
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-12,ATP500,Indoor,Hard,2nd Round,3,Munar J.,Khachanov K.,76.0,57.0,43.0,100.0,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.3,1.62,,,2.3,1.7,2.23,1.64,2.42,1.69
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-12,ATP500,Indoor,Hard,2nd Round,3,Humbert U.,Den Ouden G.,26.0,137.0,383.0,0.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.1,7.0,,,1.12,8.0,1.1,6.77,1.13,8.2
8.0,Dallas,Dallas Open,2026-02-12,ATP500,Indoor,Hard,2nd Round,3,Cilic M.,Quinn E.,35.0,61.0,220.0,90.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,,,1.55,2.5,1.53,2.46,1.6,2.62
8.0,Dallas,Dallas Open,2026-02-12,ATP500,Indoor,Hard,2nd Round,3,Shapovalov D.,Kovacevic A.,46.0,53.0,165.0,105.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,,,1.34,3.5,1.32,3.29,1.37,3.6
7.0,Buenos Aires,Argentina Open,2026-02-12,ATP250,Outdoor,Clay,2nd Round,3,Ugo Carabelli C.,Navone M.,56.0,29.0,103.0,368.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.3,1.62,,,2.3,1.67,2.2,1.64,2.32,1.75
7.0,Buenos Aires,Argentina Open,2026-02-12,ATP250,Outdoor,Clay,2nd Round,3,Cerundolo F.,Dellien H.,13.0,135.0,783.0,0.0,6.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.13,6.0,,,1.17,6.0,1.14,5.43,1.17,6.4
7.0,Buenos Aires,Argentina Open,2026-02-12,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,Buse I.,28.0,51.0,373.0,120.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.2,,,1.4,3.2,1.36,3.08,1.39,3.5
7.0,Buenos Aires,Argentina Open,2026-02-12,ATP250,Outdoor,Clay,2nd Round,3,Darderi L.,Barrios M.,14.0,145.0,774.0,0.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,,,1.3,4.4,1.29,3.54,1.35,3.75
7.0,Buenos Aires,Argentina Open,2026-02-12,ATP250,Outdoor,Clay,2nd Round,3,Martinez P.,Cerundolo J.M.,104.0,77.0,13.0,40.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.53,,,2.5,1.57,2.43,1.54,2.5,1.65
8.0,Dallas,Dallas Open,2026-02-12,ATP500,Indoor,Hard,2nd Round,3,Fritz T.,Nakashima B.,20.0,31.0,588.0,323.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,,,1.65,2.5,1.59,2.32,1.68,2.42
8.0,Dallas,Dallas Open,2026-02-12,ATP500,Indoor,Hard,2nd Round,3,Korda S.,Tiafoe F.,22.0,16.0,476.0,708.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.73,2.1,,,1.8,2.2,1.71,2.1,1.83,2.16
8.0,Dallas,Dallas Open,2026-02-12,ATP500,Indoor,Hard,2nd Round,3,Pinnington Jones J.,Spizzirri E.,93.0,68.0,20.0,68.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.63,1.5,,,2.75,1.53,2.63,1.47,2.8,1.54
7.0,Buenos Aires,Argentina Open,2026-02-13,ATP250,Outdoor,Clay,Quarterfinals,3,Baez S.,Ugo Carabelli C.,28.0,56.0,373.0,103.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.63,,,1.53,2.75,1.5,2.55,1.58,2.68
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-13,ATP500,Indoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Griekspoor T.,9.0,30.0,898.0,353.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.5,,,1.36,3.6,1.32,3.38,1.39,3.5
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-13,ATP500,Indoor,Hard,Quarterfinals,3,Bublik A.,Munar J.,18.0,76.0,658.0,43.0,6.0,4.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.5,2.63,,,1.5,2.75,1.49,2.63,1.51,2.92
8.0,Dallas,Dallas Open,2026-02-13,ATP500,Indoor,Hard,2nd Round,3,Shelton B.,Mannarino A.,6.0,40.0,1036.0,188.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.2,4.5,,,1.2,4.75,1.18,4.57,1.21,5.5
8.0,Dallas,Dallas Open,2026-02-13,ATP500,Indoor,Hard,2nd Round,3,Kecmanovic M.,Paul T.,50.0,8.0,150.0,961.0,5.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,5,1.17,,,5.5,1.23,4.42,1.2,5.7,1.2
8.0,Dallas,Dallas Open,2026-02-13,ATP500,Indoor,Hard,Quarterfinals,3,Cilic M.,Pinnington Jones J.,35.0,93.0,220.0,20.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,,,1.3,3.85,1.28,3.64,1.33,3.9
8.0,Dallas,Dallas Open,2026-02-13,ATP500,Indoor,Hard,Quarterfinals,3,Fritz T.,Korda S.,20.0,22.0,588.0,476.0,6.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.53,2.5,,,1.57,2.5,1.54,2.43,1.59,2.66
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-13,ATP500,Indoor,Hard,Quarterfinals,3,Humbert U.,O Connell C.,26.0,95.0,383.0,20.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.2,4.5,,,1.22,4.8,1.21,4.36,1.24,4.9
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-13,ATP500,Indoor,Hard,Quarterfinals,3,De Minaur A.,Van De Zandschulp B.,7.0,47.0,1010.0,155.0,3.0,6.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.13,6.0,,,1.15,6.0,1.14,5.63,1.16,6.6
7.0,Buenos Aires,Argentina Open,2026-02-13,ATP250,Outdoor,Clay,Quarterfinals,3,Cerundolo F.,Kopriva V.,13.0,48.0,783.0,153.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,,,1.17,6.0,1.15,5.28,1.18,6.2
7.0,Buenos Aires,Argentina Open,2026-02-13,ATP250,Outdoor,Clay,Quarterfinals,3,Etcheverry T.,Tabilo A.,11.0,25.0,873.0,401.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.62,2.3,,,1.67,2.38,1.59,2.3,1.7,2.4
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-14,ATP500,Indoor,Hard,Semifinals,3,Auger-Aliassime F.,Bublik A.,9.0,18.0,898.0,658.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.75,,,1.5,2.85,1.45,2.7,1.52,2.88
7.0,Buenos Aires,Argentina Open,2026-02-14,ATP250,Outdoor,Clay,Semifinals,3,Cerundolo F.,Etcheverry T.,13.0,11.0,783.0,873.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.4,3.0,,,1.4,3.2,1.39,2.94,1.44,3.25
8.0,Dallas,Dallas Open,2026-02-14,ATP500,Indoor,Hard,Semifinals,3,Shelton B.,Shapovalov D.,6.0,46.0,1036.0,165.0,4.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.5,2.63,,,1.56,2.75,1.5,2.55,1.54,2.82
9.0,Rotterdam,ABN AMRO World Tennis Tournament,2026-02-14,ATP500,Indoor,Hard,Semifinals,3,De Minaur A.,Humbert U.,7.0,26.0,1010.0,383.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,,,1.45,3.1,1.41,2.85,1.44,3.2
8.0,Dallas,Dallas Open,2026-02-14,ATP500,Indoor,Hard,Quarterfinals,3,Shelton B.,Kecmanovic M.,6.0,50.0,1036.0,150.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.2,4.5,,,1.21,5.25,1.19,4.52,1.2,5.7
8.0,Dallas,Dallas Open,2026-02-14,ATP500,Indoor,Hard,Quarterfinals,3,Shapovalov D.,Davidovich Fokina A.,46.0,36.0,165.0,220.0,5.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.73,2.1,,,1.9,2.2,1.72,2.09,1.86,2.12
