ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
10.0,Delray Beach,Delray Beach Open,2026-02-22,ATP250,Outdoor,Hard,Semifinals,3,Paul T.,Tien L.,8.0,19.0,961.0,593.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.5,,,1.63,2.5,1.55,2.4,1.64,2.56
12.0,Rio de Janeiro,Rio Open,2026-02-22,ATP500,Outdoor,Clay,Semifinals,3,Etcheverry T.,Kopriva V.,11.0,48.0,873.0,153.0,4.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.53,2.5,,,1.58,2.5,1.53,2.46,1.56,2.72
12.0,Rio de Janeiro,Rio Open,2026-02-22,ATP500,Outdoor,Clay,Semifinals,3,Tabilo A.,Buse I.,25.0,51.0,401.0,120.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.62,2.3,,,1.68,2.33,1.64,2.23,1.7,2.4
12.0,Rio de Janeiro,Rio Open,2026-02-22,ATP500,Outdoor,Clay,The Final,3,Etcheverry T.,Tabilo A.,11.0,25.0,873.0,401.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.63,1.5,,,2.75,1.5,2.61,1.48,2.78,1.55
14.0,Dubai,Dubai Tennis Championships,2026-02-23,ATP500,Outdoor,Hard,1st Round,3,Auger-Aliassime F.,Zhang Zh.,9.0,131.0,898.0,0.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.17,5.0,,,1.22,5.0,1.19,4.52,1.21,5.5
14.0,Dubai,Dubai Tennis Championships,2026-02-23,ATP500,Outdoor,Hard,1st Round,3,Draper J.,Halys Q.,45.0,58.0,175.0,95.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,,,1.38,4.0,1.32,3.33,1.38,3.6
15.0,Santiago,Chile Open,2026-02-23,ATP250,Indoor,Clay,1st Round,3,Hanfmann Y.,Lajovic D.,37.0,142.0,201.0,0.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.38,,,1.6,2.42,1.56,2.36,1.68,2.46
14.0,Dubai,Dubai Tennis Championships,2026-02-23,ATP500,Outdoor,Hard,1st Round,3,Wawrinka S.,Hassan B.,72.0,161.0,55.0,0.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.13,6.0,,,1.18,6.5,1.15,5.35,1.16,6.6
15.0,Santiago,Chile Open,2026-02-23,ATP250,Indoor,Clay,1st Round,3,Comesana F.,Martinez P.,107.0,104.0,10.0,13.0,6.0,4.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.44,2.75,,,1.54,2.75,1.51,2.51,1.58,2.68
15.0,Santiago,Chile Open,2026-02-23,ATP250,Indoor,Clay,1st Round,3,Prizmic D.,Jarry N.,106.0,159.0,10.0,0.0,6.0,3.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.75,,,1.5,3.0,1.46,2.68,1.55,2.78
15.0,Santiago,Chile Open,2026-02-23,ATP250,Indoor,Clay,1st Round,3,Pellegrino A.,Barrena A.,101.0,165.0,13.0,0.0,6.0,2.0,2.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.8,2.0,,,1.83,2.04,1.78,1.98,1.91,2.06
14.0,Dubai,Dubai Tennis Championships,2026-02-23,ATP500,Outdoor,Hard,1st Round,3,Mpetshi G.,Echargui M.,83.0,173.0,26.0,0.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.22,4.33,,,1.23,4.33,1.22,4.08,1.28,4.5
15.0,Santiago,Chile Open,2026-02-24,ATP250,Indoor,Clay,1st Round,3,Vallejo D.,Passaro F.,130.0,143.0,0.0,0.0,6.0,3.0,3.0,3.0,,,,,,,1.0,0.0,Retired,1.57,2.38,,,1.62,2.4,1.6,2.28,1.67,2.48
15.0,Santiago,Chile Open,2026-02-24,ATP250,Indoor,Clay,1st Round,3,Garin C.,Cerundolo J.M.,110.0,77.0,10.0,40.0,3.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2.3,1.62,,,2.4,1.62,2.31,1.59,2.46,1.67
14.0,Dubai,Dubai Tennis Championships,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Brooksby J.,Bergs Z.,81.0,79.0,30.0,30.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,,,1.91,1.97,1.85,1.91,1.96,2.02
14.0,Dubai,Dubai Tennis Championships,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Carreno Busta P.,Shapovalov D.,132.0,46.0,0.0,165.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3,1.4,,,3.0,1.42,2.92,1.39,3.25,1.43
14.0,Dubai,Dubai Tennis Championships,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Medvedev D.,Shang J.,3.0,87.0,1963.0,23.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.17,5.0,,,1.19,5.0,1.18,4.69,1.21,5.6
14.0,Dubai,Dubai Tennis Championships,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Khachanov K.,Shevchenko A.,57.0,67.0,100.0,68.0,6.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.22,4.33,,,1.25,4.33,1.24,3.99,1.27,4.6
14.0,Dubai,Dubai Tennis Championships,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Rinderknech A.,Marozsan F.,73.0,39.0,55.0,195.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.5,1.53,,,2.5,1.62,2.42,1.54,2.52,1.64
15.0,Santiago,Chile Open,2026-02-24,ATP250,Indoor,Clay,1st Round,3,Gaubas V.,Soto M.,97.0,169.0,13.0,0.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,,,1.28,4.25,1.24,3.88,1.26,4.6
15.0,Santiago,Chile Open,2026-02-24,ATP250,Indoor,Clay,1st Round,3,Moller E.,Burruchaga R.,129.0,42.0,0.0,178.0,7.0,6.0,0.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.44,,,3.0,1.48,2.79,1.42,3.05,1.47
14.0,Dubai,Dubai Tennis Championships,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Lehecka J.,Nardi L.,12.0,102.0,825.0,13.0,4.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.2,4.5,,,1.24,4.75,1.2,4.3,1.23,5.0
14.0,Dubai,Dubai Tennis Championships,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Popyrin A.,Majchrzak K.,96.0,66.0,13.0,68.0,3.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.73,2.1,,,1.8,2.15,1.73,2.05,1.85,2.16
14.0,Dubai,Dubai Tennis Championships,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Mensik J.,Hurkacz H.,17.0,94.0,703.0,20.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.67,2.2,,,1.67,2.3,1.63,2.23,1.72,2.36
14.0,Dubai,Dubai Tennis Championships,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Rublev A.,Royer V.,27.0,148.0,375.0,0.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,,,1.22,4.5,1.2,4.37,1.22,5.3
15.0,Santiago,Chile Open,2026-02-24,ATP250,Indoor,Clay,1st Round,3,Tirante T.A.,Buse I.,52.0,51.0,110.0,120.0,2.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.62,2.3,,,1.65,2.35,1.6,2.27,1.69,2.42
15.0,Santiago,Chile Open,2026-02-24,ATP250,Indoor,Clay,1st Round,3,Navone M.,Kopriva V.,29.0,48.0,368.0,153.0,3.0,6.0,6.0,0.0,3.0,1.0,,,,,1.0,1.0,Retired,1.53,2.5,,,1.57,2.5,1.54,2.41,1.59,2.66
15.0,Santiago,Chile Open,2026-02-24,ATP250,Indoor,Clay,1st Round,3,Nava E.,Berrettini M.,88.0,65.0,23.0,75.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.5,1.3,,,3.5,1.33,3.44,1.3,3.85,1.35
14.0,Dubai,Dubai Tennis Championships,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Griekspoor T.,Virtanen O.,30.0,179.0,353.0,0.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,,,1.68,2.3,1.63,2.23,1.71,2.38
14.0,Dubai,Dubai Tennis Championships,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Bublik A.,Struff J.L.,18.0,147.0,658.0,0.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,,,1.37,3.25,1.35,3.12,1.37,3.55
14.0,Dubai,Dubai Tennis Championships,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Humbert U.,Tsitsipas S.,26.0,69.0,383.0,65.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,2.0,,,1.85,2.02,1.81,1.95,1.89,2.1
13.0,Acapulco,Abierto Mexicano,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Kecmanovic M.,Schoolkate T.,50.0,162.0,150.0,0.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.29,3.75,,,1.3,3.75,1.3,3.48,1.33,3.9
13.0,Acapulco,Abierto Mexicano,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Altmaier D.,36.0,105.0,220.0,13.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.13,6.0,,,1.15,6.5,1.13,5.77,1.16,6.8
13.0,Acapulco,Abierto Mexicano,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Nakashima B.,Ymer E.,31.0,151.0,323.0,0.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,,,1.17,5.5,1.15,5.17,1.18,6.0
13.0,Acapulco,Abierto Mexicano,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Kypson P.,De Minaur A.,146.0,7.0,0.0,1010.0,6.0,1.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,10,1.06,,,10.0,1.07,8.81,1.06,11.0,1.09
13.0,Acapulco,Abierto Mexicano,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Vacherot V.,Wong C.,38.0,84.0,198.0,26.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.75,,,1.45,2.8,1.43,2.74,1.5,2.96
13.0,Acapulco,Abierto Mexicano,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Kovacevic A.,Walton A.,53.0,92.0,105.0,20.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.67,2.2,,,1.68,2.25,1.67,2.17,1.72,2.36
13.0,Acapulco,Abierto Mexicano,2026-02-24,ATP500,Outdoor,Hard,1st Round,3,Jodar R.,Norrie C.,24.0,34.0,403.0,240.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.67,,,2.3,1.75,2.21,1.64,2.5,1.64
14.0,Dubai,Dubai Tennis Championships,2026-02-25,ATP500,Outdoor,Hard,2nd Round,3,Griekspoor T.,Bublik A.,30.0,18.0,353.0,658.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.4,1.33,,,3.4,1.37,3.19,1.34,3.55,1.38
15.0,Santiago,Chile Open,2026-02-25,ATP250,Indoor,Clay,2nd Round,3,Hanfmann Y.,Ugo Carabelli C.,37.0,56.0,201.0,103.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.38,,,1.6,2.4,1.56,2.34,1.6,2.6
14.0,Dubai,Dubai Tennis Championships,2026-02-25,ATP500,Outdoor,Hard,2nd Round,3,Rublev A.,Humbert U.,27.0,26.0,375.0,383.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.63,,,1.54,2.63,1.5,2.53,1.59,2.66
14.0,Dubai,Dubai Tennis Championships,2026-02-25,ATP500,Outdoor,Hard,2nd Round,3,Mensik J.,Popyrin A.,17.0,96.0,703.0,13.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.4,,,1.34,3.5,1.32,3.3,1.38,3.55
14.0,Dubai,Dubai Tennis Championships,2026-02-25,ATP500,Outdoor,Hard,2nd Round,3,Rinderknech A.,Draper J.,73.0,45.0,55.0,175.0,7.0,5.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,3.75,1.29,,,3.75,1.29,3.71,1.27,4.3,1.29
15.0,Santiago,Chile Open,2026-02-25,ATP250,Indoor,Clay,2nd Round,3,Darderi L.,Navone M.,14.0,29.0,774.0,368.0,6.0,3.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,3.0,,,1.44,3.0,1.41,2.82,1.47,3.05
13.0,Acapulco,Abierto Mexicano,2026-02-25,ATP500,Outdoor,Hard,1st Round,3,Cobolli F.,Pacheco Mendez R.,15.0,163.0,755.0,0.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.33,,,1.24,4.33,1.22,4.14,1.26,4.6
13.0,Acapulco,Abierto Mexicano,2026-02-25,ATP500,Outdoor,Hard,1st Round,3,Bellucci M.,Hijikata R.,90.0,59.0,20.0,95.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2,1.8,,,2.0,1.82,1.99,1.79,2.08,1.89
13.0,Acapulco,Abierto Mexicano,2026-02-25,ATP500,Outdoor,Hard,1st Round,3,Atmane T.,Dimitrov G.,55.0,115.0,105.0,10.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3,1.4,,,3.0,1.42,2.94,1.38,3.3,1.42
14.0,Dubai,Dubai Tennis Championships,2026-02-25,ATP500,Outdoor,Hard,2nd Round,3,Lehecka J.,Carreno Busta P.,12.0,132.0,825.0,0.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,,,1.3,3.75,1.29,3.48,1.31,4.1
13.0,Acapulco,Abierto Mexicano,2026-02-25,ATP500,Outdoor,Hard,1st Round,3,Svrcina D.,Duckworth J.,111.0,128.0,10.0,10.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.67,2.2,,,1.67,2.32,1.63,2.24,1.73,2.34
15.0,Santiago,Chile Open,2026-02-25,ATP250,Indoor,Clay,1st Round,3,Tabilo A.,Barrios M.,25.0,145.0,401.0,0.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.38,,,1.65,2.4,1.59,2.32,1.69,2.42
15.0,Santiago,Chile Open,2026-02-25,ATP250,Indoor,Clay,2nd Round,3,Gaubas V.,Prizmic D.,97.0,106.0,13.0,10.0,5.0,7.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,3.2,1.36,,,3.2,1.38,3.03,1.36,3.4,1.41
14.0,Dubai,Dubai Tennis Championships,2026-02-25,ATP500,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Mpetshi G.,9.0,83.0,898.0,26.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,,,1.2,5.0,1.18,4.62,1.24,5.1
15.0,Santiago,Chile Open,2026-02-25,ATP250,Indoor,Clay,2nd Round,3,Pellegrino A.,Comesana F.,101.0,107.0,13.0,10.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,3,1.4,,,3.0,1.42,2.84,1.4,3.25,1.44
14.0,Dubai,Dubai Tennis Championships,2026-02-25,ATP500,Outdoor,Hard,2nd Round,3,Medvedev D.,Wawrinka S.,3.0,72.0,1963.0,55.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,,,1.15,5.75,1.14,5.43,1.19,6.0
13.0,Acapulco,Abierto Mexicano,2026-02-25,ATP500,Outdoor,Hard,1st Round,3,Zverev A.,Moutet C.,5.0,60.0,1445.0,93.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,,,1.21,5.0,1.18,4.65,1.22,5.3
13.0,Acapulco,Abierto Mexicano,2026-02-25,ATP500,Outdoor,Hard,1st Round,3,Tiafoe F.,Borges N.,16.0,64.0,708.0,78.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,,,1.55,3.75,1.51,2.55,1.56,2.7
13.0,Acapulco,Abierto Mexicano,2026-02-25,ATP500,Outdoor,Hard,1st Round,3,Wu Y.,Ruud C.,80.0,32.0,30.0,243.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3,1.4,,,3.2,1.44,2.91,1.4,3.1,1.46
13.0,Acapulco,Abierto Mexicano,2026-02-25,ATP500,Outdoor,Hard,1st Round,3,Monfils G.,Dzumhur D.,89.0,78.0,20.0,33.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.38,,,1.6,2.4,1.56,2.36,1.64,2.56
13.0,Acapulco,Abierto Mexicano,2026-02-25,ATP500,Outdoor,Hard,1st Round,3,Shimabukuro S.,Mannarino A.,144.0,40.0,0.0,188.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.73,,,2.16,1.73,2.08,1.71,2.02,1.95
14.0,Dubai,Dubai Tennis Championships,2026-02-25,ATP500,Outdoor,Hard,2nd Round,3,Brooksby J.,Khachanov K.,81.0,57.0,30.0,100.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.53,,,2.55,1.57,2.46,1.53,2.56,1.63
15.0,Santiago,Chile Open,2026-02-26,ATP250,Indoor,Clay,2nd Round,3,Baez S.,Garin C.,28.0,110.0,373.0,10.0,7.0,6.0,1.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.4,3.0,,,1.41,3.0,1.39,2.94,1.42,3.3
13.0,Acapulco,Abierto Mexicano,2026-02-26,ATP500,Outdoor,Hard,2nd Round,3,Vacherot V.,Monfils G.,38.0,89.0,198.0,20.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.4,,,1.38,3.6,1.32,3.33,1.34,3.85
13.0,Acapulco,Abierto Mexicano,2026-02-26,ATP500,Outdoor,Hard,2nd Round,3,Bellucci M.,Davidovich Fokina A.,90.0,36.0,20.0,220.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,5,1.17,,,5.0,1.2,4.68,1.18,5.0,1.23
13.0,Acapulco,Abierto Mexicano,2026-02-26,ATP500,Outdoor,Hard,2nd Round,3,Tiafoe F.,Kovacevic A.,16.0,53.0,708.0,105.0,6.0,4.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.36,3.2,,,1.36,3.3,1.34,3.19,1.37,3.65
13.0,Acapulco,Abierto Mexicano,2026-02-26,ATP500,Outdoor,Hard,2nd Round,3,Wu Y.,Shimabukuro S.,80.0,144.0,30.0,0.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.3,3.5,,,1.33,3.5,1.31,3.41,1.37,3.6
13.0,Acapulco,Abierto Mexicano,2026-02-26,ATP500,Outdoor,Hard,2nd Round,3,Nakashima B.,Kypson P.,31.0,146.0,323.0,0.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,,,1.47,3.0,1.44,2.76,1.52,2.88
13.0,Acapulco,Abierto Mexicano,2026-02-26,ATP500,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Zverev A.,50.0,5.0,150.0,1445.0,6.0,3.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,5,1.17,,,5.0,1.2,4.56,1.19,5.5,1.21
13.0,Acapulco,Abierto Mexicano,2026-02-26,ATP500,Outdoor,Hard,2nd Round,3,Atmane T.,Jodar R.,55.0,24.0,105.0,403.0,6.0,2.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,2.75,1.44,,,3.0,1.44,2.84,1.41,3.2,1.44
15.0,Santiago,Chile Open,2026-02-26,ATP250,Indoor,Clay,2nd Round,3,Nava E.,Vallejo D.,88.0,130.0,23.0,0.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.67,,,2.3,1.67,2.23,1.63,2.66,1.59
14.0,Dubai,Dubai Tennis Championships,2026-02-26,ATP500,Outdoor,Hard,Quarterfinals,3,Griekspoor T.,Mensik J.,30.0,17.0,353.0,703.0,6.0,3.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,3.2,1.36,,,3.25,1.38,3.09,1.36,3.3,1.42
14.0,Dubai,Dubai Tennis Championships,2026-02-26,ATP500,Outdoor,Hard,Quarterfinals,3,Rublev A.,Rinderknech A.,27.0,73.0,375.0,55.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,,,1.3,3.75,1.28,3.6,1.32,4.0
14.0,Dubai,Dubai Tennis Championships,2026-02-26,ATP500,Outdoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Lehecka J.,9.0,12.0,898.0,825.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.75,,,1.48,2.8,1.44,2.71,1.49,3.0
14.0,Dubai,Dubai Tennis Championships,2026-02-26,ATP500,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Brooksby J.,3.0,81.0,1963.0,30.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.25,4.0,,,1.26,4.6,1.23,4.06,1.29,4.3
15.0,Santiago,Chile Open,2026-02-26,ATP250,Indoor,Clay,2nd Round,3,Cerundolo F.,Moller E.,13.0,129.0,783.0,0.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,,,1.16,5.5,1.15,5.17,1.18,6.2
13.0,Acapulco,Abierto Mexicano,2026-02-26,ATP500,Outdoor,Hard,2nd Round,3,Cobolli F.,Svrcina D.,15.0,111.0,755.0,10.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,,,1.65,2.5,1.58,2.34,1.67,2.46
15.0,Santiago,Chile Open,2026-02-27,ATP250,Indoor,Clay,2nd Round,3,Tabilo A.,Tirante T.A.,25.0,52.0,401.0,110.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.36,3.2,,,1.41,4.0,1.37,3.03,1.4,3.4
15.0,Santiago,Chile Open,2026-02-27,ATP250,Indoor,Clay,Quarterfinals,3,Hanfmann Y.,Gaubas V.,37.0,97.0,201.0,13.0,3.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.3,3.5,,,1.36,3.5,1.32,3.27,1.37,3.6
15.0,Santiago,Chile Open,2026-02-27,ATP250,Indoor,Clay,Quarterfinals,3,Cerundolo F.,Nava E.,13.0,88.0,783.0,23.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.17,5.0,,,1.2,5.0,1.18,4.67,1.21,5.5
15.0,Santiago,Chile Open,2026-02-27,ATP250,Indoor,Clay,Quarterfinals,3,Darderi L.,Pellegrino A.,14.0,101.0,774.0,13.0,6.0,3.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.13,6.0,,,1.14,6.0,1.13,5.52,1.15,7.2
13.0,Acapulco,Abierto Mexicano,2026-02-27,ATP500,Outdoor,Hard,Quarterfinals,3,Nakashima B.,Vacherot V.,31.0,38.0,323.0,198.0,2.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,,,1.8,2.15,1.75,2.05,1.91,2.08
14.0,Dubai,Dubai Tennis Championships,2026-02-27,ATP500,Outdoor,Hard,Semifinals,3,Griekspoor T.,Rublev A.,30.0,27.0,353.0,375.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.4,1.33,,,3.5,1.38,3.2,1.34,3.7,1.36
13.0,Acapulco,Abierto Mexicano,2026-02-27,ATP500,Outdoor,Hard,Quarterfinals,3,Tiafoe F.,Bellucci M.,16.0,90.0,708.0,20.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,,,1.44,3.0,1.4,2.87,1.47,3.05
14.0,Dubai,Dubai Tennis Championships,2026-02-27,ATP500,Outdoor,Hard,Semifinals,3,Medvedev D.,Auger-Aliassime F.,3.0,9.0,1963.0,898.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,,,1.8,2.2,1.74,2.06,1.8,2.22
13.0,Acapulco,Abierto Mexicano,2026-02-27,ATP500,Outdoor,Hard,Quarterfinals,3,Cobolli F.,Wu Y.,15.0,80.0,755.0,30.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.2,1.67,,,2.3,1.7,2.17,1.67,2.28,1.76
13.0,Acapulco,Abierto Mexicano,2026-02-27,ATP500,Outdoor,Hard,Quarterfinals,3,Kecmanovic M.,Atmane T.,50.0,55.0,150.0,105.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,,,1.57,2.6,1.53,2.47,1.6,2.62
15.0,Santiago,Chile Open,2026-02-28,ATP250,Indoor,Clay,Semifinals,3,Darderi L.,Baez S.,14.0,28.0,774.0,373.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.38,,,1.6,2.4,1.57,2.34,1.63,2.54
15.0,Santiago,Chile Open,2026-02-28,ATP250,Indoor,Clay,Semifinals,3,Hanfmann Y.,Cerundolo F.,37.0,13.0,201.0,783.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.5,1.2,,,4.5,1.25,4.2,1.22,4.6,1.27
14.0,Dubai,Dubai Tennis Championships,2026-02-28,ATP500,Outdoor,Hard,The Final,3,Medvedev D.,Griekspoor T.,3.0,30.0,1963.0,353.0,,,,,,,,,,,,,Walkover,1.17,5.0,,,1.2,5.5,1.17,4.78,1.22,5.3
15.0,Santiago,Chile Open,2026-02-28,ATP250,Indoor,Clay,Quarterfinals,3,Baez S.,Tabilo A.,28.0,25.0,373.0,401.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.8,2.0,,,1.9,2.02,1.79,1.97,1.9,2.06
13.0,Acapulco,Abierto Mexicano,2026-02-28,ATP500,Outdoor,Hard,Semifinals,3,Tiafoe F.,Nakashima B.,16.0,31.0,708.0,323.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.91,1.91,,,1.92,1.95,1.87,1.89,1.96,2.02
13.0,Acapulco,Abierto Mexicano,2026-02-28,ATP500,Outdoor,Hard,Semifinals,3,Cobolli F.,Kecmanovic M.,15.0,50.0,755.0,150.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.38,1.57,,,2.38,1.64,2.28,1.6,2.44,1.67
13.0,Acapulco,Abierto Mexicano,2026-03-01,ATP500,Outdoor,Hard,The Final,3,Cobolli F.,Tiafoe F.,15.0,16.0,755.0,708.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2,1.8,,,2.07,1.8,2.01,1.78,2.12,1.87
