Feature_Clean,LightGBM,XGBoost,CatBoost,Mean,Std,Original_Feature
LM_streak_diff,124,0.002477603,0.2791384757021869,0.002687616866829031,0.00018188127864101738,LM_streak_diff
ED_p_away_win,34,0.0032121488,0.39504194768877393,0.002642875908598559,0.0016667608785099104,ED_p_away_win
BARS_FAST_ordinal_diff,36,0.0030087507,0.4092761506450121,0.002637544657803558,0.0016720155950209886,BARS_FAST_ordinal_diff
BARS_streak_diff,85,0.0024134493,0.3481594698315005,0.0026033973403327597,0.0008003119112925353,BARS_streak_diff
TMF_ordinal_diff,81,0.0023015323,0.36570243317546014,0.0025945266700163586,0.0009504952836709036,TMF_ordinal_diff
LMLE_gpg_diff,0,0.0032146499,0.4553998831786127,0.0025895496903642814,0.0023404677656813505,LMLE_gpg_diff
TMP_sigma_diff,120,0.0025264716,0.24734695388115854,0.002567893127270854,0.00012059298716483439,TMP_sigma_diff
ED_HOME_p_home_win,68,0.0029467356,0.3190819815464712,0.002556557970882998,0.0008955456096213342,ED_HOME_p_home_win
RN_away_wr_diff,37,0.0023215427,0.4461637864370482,0.002538944457358601,0.0018237370855280297,RN_away_wr_diff
LMLE_percentile_diff,109,0.0024069103,0.2706441586331695,0.002523082481047557,0.00016067139188521875,LMLE_percentile_diff
TS_ordinal_diff,64,0.0031191544,0.2996366079275538,0.0025191714582649886,0.0009348815103872816,TS_ordinal_diff
WL_p_home_win,86,0.0028637808,0.26998376316767303,0.002500432547418853,0.0004942045846340487,WL_p_home_win
LM_LONG_wr_diff,77,0.0026182225,0.31307284767479165,0.00249461659448012,0.0007060766284673859,LM_LONG_wr_diff
WL_sigma_diff,97,0.0023674646,0.28750207027056207,0.0024760023536868777,0.0003573339916151445,WL_sigma_diff
LMLE_wr_diff,1,0.0050626346,0.23153785437363839,0.0024668482958588827,0.0025234637922898094,LMLE_wr_diff
ED_HOME_expected_score_diff,28,0.0033784688,0.325860296999401,0.002422648117334114,0.0015528804633425724,ED_HOME_expected_score_diff
LNET_dr_diff,1,0.0019289859,0.5296349335406281,0.0024159555494821655,0.0026704201826654927,LNET_dr_diff
RLHF_p_home_win,76,0.0040589385,0.13666336711062413,0.0023793133254303143,0.0014648343392007184,RLHF_p_home_win
BTF_certainty_diff,30,0.0027813332,0.3668591925578538,0.0023752866351752274,0.0015370930974288011,BTF_certainty_diff
RN_form10_diff,120,0.0025198285,0.1882068277466155,0.002368544998583492,0.00043121959716143867,RN_form10_diff
WL_mu_diff,87,0.0023220035,0.27216398111290163,0.0023346178521431275,0.00038087160512799244,WL_mu_diff
RN_sos_diff,43,0.0020628492,0.39716099121544624,0.002334432937784578,0.0015196959686104223,RN_sos_diff
LNET_rank_pos_diff,78,0.0023953104,0.28356377421435885,0.002329459371114184,0.0005421120501919451,LNET_rank_pos_diff
TS_certainty_diff,142,0.0021513542,0.14554662165005375,0.002268747963859573,0.0008778851953312573,TS_certainty_diff
RN_DEEP_lr_diff,20,0.002474325,0.3861843546018226,0.00226226394593744,0.0017154690151580394,RN_DEEP_lr_diff
